57,DIRECTIONS,<p>Querido Eric^</p><p>Hola y bienvenido a la escuela. Me enteré que te gusta mucho leer y en nuestra escuela tenemos una biblioteca grande con muchos libros para leer. La biblioteca está ubicada al final del lado derecho del pasillo^ en el segundo piso del edificio. Puedes subir las escaleras junto a la entrada de la escuela o tomar el elevador junto a la oficina. Cuando llegas a la bibloteca puedes entrar con tu tarjeta de identificasión que te da la escuala cuando llegas al edificio. Puedes entrar y tomar prestado cual quier libro que quieras. Tambien hay computadoras que puedes usar para tus tareas o proyectos. Una ves que encuentras el libro que quieres tomar prestado^ ve a la recepción donde esta el biblotecario. Solo dile que te gustaria sacar un libro y enseñale tu tarjeta de identificasión. El biblotecario va escanear tu trajeta y el libro para registrarlo. Si el biblotecario no esta no puedes sacar un libro. Una ves que el biblotecario registre el libro ya te lo puedes llevar para leer pero lo tienes que regresar en dos semanas. Si no lo regresas en las dos semanas vas a tener que pagar 30 dolares. Espero que esto alla sido de tu ayuda.  </p><p>Saludos^</p><p>Ana</p>,B2,3743103,311,J4778133,You are emailing an exchange student from Costa Rica who is new to your school. This student loves to read and wants to know how to borrow books from a library.  Write an email in which you explain how to check out books from a library. Be as specific as you can and include details and instructions that will help the new exchange student check out books and use the library. ,I,1,A,,3543,,,,Bilingual education,Foreign Language,2021-06-13,1-I-MF
58,DIRECTIONS,<p>Saludos amigo! Es muy simple tomar prestado un libro de la biblioteca. Primero^ tienes que encontrar el genero de libro que te gustaria leer. Despues^ tiene que llevar el libro hasta la recepcion y decirle a la recepcionista que quieres el libro que elegiste. La recepcionista te vas a preguntar si quiere inscribirte para obtener una tarjeta de biblioteca. Luego^ le dará una fecha para que el libro sea devuelto y si no lo devuelve a tiempo^ o pierdes el libro^ se le cobrará dinero. Algunas bibliotecas permite tomar prestado muchos libros a la vez entonces pregunta primero.</p>,B2,3743289,34,Q4778745,You are emailing an exchange student from Costa Rica who is new to your school. This student loves to read and wants to know how to borrow books from a library.  Write an email in which you explain how to check out books from a library. Be as specific as you can and include details and instructions that will help the new exchange student check out books and use the library. ,I,1,I5,,3947,,,,Traditional classroom,Heritage Language,2021-06-13,1-I-MF
59,DIRECTIONS,<p>Hola amiga. </p><p>Este correo electrónico le permitirá ser un experto en sacar libros de las biblioteca. Primero^ elija el libro que desee. Las bibliotecas aqui suelen ser bastante grandes y hay muchas cosas para eligir. Después de tomar esta difícil decisión^ debe dirigirse a la recepción. El escritorio delantero generalmente se encuentra cerca de la puerta por donde sale de la biblioteca. Despues^ pasele el libro al bibliotecario para que escanee los libros. Luego le pedirán una tarjeta de le biblioteca para poder sacar los libros. Si aún no tiene una tarjeta de la biblioteca^ le darán una solicitud para firmar^ para que pueda continuar con el proceso. ¡Asegúrate de pedir uno en español! Finalmente^ cuando obtenga la tarjeta de la biblioteca^ el bibliotecario escaneará los códigos de barras tanto de la tarjeta como del libro. ¡Entonces estás listo para irte y a empesar la diverción!<br></p>,B2,3743138,47,D4778183,You are emailing an exchange student from Costa Rica who is new to your school. This student loves to read and wants to know how to borrow books from a library.  Write an email in which you explain how to check out books from a library. Be as specific as you can and include details and instructions that will help the new exchange student check out books and use the library. ,I,1,A,,4428,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
60,DIRECTIONS,<span style=|font-size: 1em;|>Querido Amigo^</span><br><p>Hola^ espero que te vaya bien. He oído que te gusta leer y que te gustaría rentar libros de nuestra biblioteca. Primero tienes que ir a la biblioteca en el segundo piso con tu identificación. Después de encontrar el libro que quieres^ te diriges al bibliotecario y le das tu indentificación. Él anota tu nombre y te dice que tienes tres semanas para devolver el libro. Espero que puedes sacar un montón de libros que to resulten interesantes.</p><p>                                                                                                                                                                                                             Sinceramente Jania</p>,B2,3743301,23,D4778769,You are emailing an exchange student from Costa Rica who is new to your school. This student loves to read and wants to know how to borrow books from a library.  Write an email in which you explain how to check out books from a library. Be as specific as you can and include details and instructions that will help the new exchange student check out books and use the library. ,I,1,I5,,3768,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
61,DIRECTIONS,<p>Hola^ Bienvenido^</p><p>Te quiero dejar saber los pasos para poder obtener libros prestados de la biblioteca. Primeramente debes de obtener una tarjeta de la biblioteca que contiene información tuya para poder sacar un libro. Con esa información se sabe quién tomó el libro prestado. Luego^ buscas los libros de tu interés^ los llevas al mostrador^ entregas tu tarjeta^ y el bibliotecario/a te dirá la fecha para devolver los libros. </p>,B2,3732739,38,V4763654,You are emailing an exchange student from Costa Rica who is new to your school. This student loves to read and wants to know how to borrow books from a library.  Write an email in which you explain how to check out books from a library. Be as specific as you can and include details and instructions that will help the new exchange student check out books and use the library. ,I,1,I4,I-MF,3768,,,,Traditional classroom,Heritage Language,2021-06-13,1-I-MF
82,POP_CULTURE,<p>Hola^</p><p>Una cosa que es muy popular en mi escuela es TikTok. Es un app donde los estudiantes toman un vídeo corto y pongan en el app para que todos pueden ver. ¡Cada día^ hay alguien que toma un vídeo durante la clase! El maestro es muy enojado cuando alguien toma un vídeo durante la clase. Yo pienso que TikTok es muy popular porque es una manera fácil para hacer más famoso. Hay figuras como Charlie D'Amelio que no tienen muchos años^ pero son muy famosas. Los estudiantes en mi escuela quieren hacer famoso como Charlie también. </p><p>Chao^</p><p>Ranya Prasad</p>,A1,3739505,68,Z4772917,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.  Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular. ,I,1,I4,I-MF,2278,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
83,POP_CULTURE,<p>Hola!<br></p><p>El television es muy popualr en me comindad. Incluyes mirror actors y<span style=|font-size: 1em;|> photographicas. Me famillia y me amigos gusta television y usar esta para descansar. Me familia y me amigos tambien usar esta para aprrendo. </span></p>,A1,3727263,33,K4757988,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.  Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular. ,I,1,N3,I-NE,3545,,,,,Unknown,2021-06-13,2-I-MM
84,POP_CULTURE,<p>Popular en mi escuela son las redes de sociales^ es popular porque es good for interactuar con otros y es divertido.</p>,A1,3731555,18,F4762281,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.  Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular. ,I,1,N4,I-SE,3282,,,,,Unknown,2021-06-13,3-I-SE
85,POP_CULTURE,<p>en popular en escuella es videojuegos^  porque es videojuegos esta es mucho estudiantes. </p>,A1,3723975,56,S4754699,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.  Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular. ,I,1,N1,I-NE,2278,,,,,Unknown,2021-06-13,3-I-SE
86,POP_CULTURE,<p>Holá amigo^</p><p><br></p><p>TikTok es muy popular en mi comunidad. En TikTok^ personas bailar^ cantar^ cocinar^ etc. Yo creer TikTok es muy popular en mi comunidad porque es divertido y chévere.</p><p><br></p><p>                                                                                                                                                                                                                                                                         Su amigo^ Uju</p>,A1,3727235,2958,B4757960,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.  Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular. ,I,1,N4,I-SE,3543,,,,,Unknown,2021-06-13,2-I-MM
87,POP_CULTURE,<p>Hola^ </p><p>E importante thing en mi communidad y escueala es #IBELONG. Porque et ver mi communidad es importante y everyone es importante. No just tu^ but whole communidad. Another importante thing en mi escuel y mi communidad es what you wear^ like zaptos. If they para chevere. There no es muchos importante things en mi communidad y escuela like fidget spinners. But those er some things that er importante. </p><p>Adios^ </p><p>Lilly. </p>,A1,3728167,32,E4758893,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.  Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular. ,I,1,N2,I-NE,3768,4428.0,,,,Unknown,2021-06-13,1-I-MF
99,TRAVEL,<p>Ellos hay diferentes maneras de viajar a otro lugar. El mas comun en carro porque la mayoria de personas tienen carros. Muchas de la cuidades tambien tienen tranportacion publica^ y esta es otra manera en cuales las personas pueden llegar a diferentes lugares. El avión tambien es comun y todas las aerolineas tienen diferentes destinos. Pero^ no todas estas formas son gratis. Un boleto de avión puede costar mas dinero que otros dependiendo donde vayas. Pero ello si hay formas gratis^ como usar una bicicleta. Aveces esto puede ser negavtivo porque si tu destino esta muy lejos^ la bicicleta no puede llegar. </p>,B2,3743289,34,Q4778745,For your Spanish class^ you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report.   Going on vacation is so much fun^ but getting there isn’t always easy.  Describe some different ways you can get to a vacation destination.  Then^ describe what is positive or negative about each way to travel. ,I,1,I5,,3947,,,,Traditional classroom,Heritage Language,2021-06-13,1-I-MF
101,TRAVEL,<p>Hay varias formas en que una persona puede irse de vacaciones. Una de estas formas incluye el método tradicional^ quees en el avión. La parte positiva de viajar en avión es que puede llegar a su destino a un ritmo mucho mas rápido en comparación con otras formas de transporte. La parte negativa^ por supuesto^ es que puede ser una experiencia incómoda porque apenas hay mucho espacio para moverse. Otra forma de viajar es en coche. La parte positiva de viajar en automóvil es que puede ver la naturaleza y las personas a través de la ventana y dejar de conducir cuando lo desee. Sin embargo^ la parte negativa de viajar en automóvil es la cantidad de contaminación que producen. Por último^ pero no menos importante^ la última forma en que una persona puede viajar es en tren. La parte positiva de viajar en tren es que es una de las mejores formas de viajar debido a la velocidad a la que se mueve. La parte negativa de esto es que viajar en tren generalmente requiere que viaje con otros extraños. <br></p><p><br></p>,B2,3743138,47,D4778183,For your Spanish class^ you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report.   Going on vacation is so much fun^ but getting there isn’t always easy.  Describe some different ways you can get to a vacation destination.  Then^ describe what is positive or negative about each way to travel. ,I,1,A,,4428,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
102,TRAVEL,<p>Hay muchas formas de viajar en vacaciones. Una de ellas es en avión. Esta es mi favorita porque es la más rápida y limpia. Viajar de esta manera no sera bueno para las personas que tienen miedo a las alturas. Tampoco es bueno para las personas que tienen claustrofobia. Otra formas de viajar es en transporte público. Es la forma más economica. El inconveniente es que es muy sucio y puede tardar mucho en llegar a su destino. La forma más divertida de viajar es en crucero. Hay muchas actividades que hacer en el barco y puedes conocer a muchas personas de differentes lugares. Por otro lado^ los cruceros pueden dar miedo y pueden hacer que la gente se enferme debido a los movimientos.</p>,B2,3743301,23,D4778769,For your Spanish class^ you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report.   Going on vacation is so much fun^ but getting there isn’t always easy.  Describe some different ways you can get to a vacation destination.  Then^ describe what is positive or negative about each way to travel. ,I,1,I5,,3768,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
103,TRAVEL,<p>Algunas formas differentes de llegar a un destino de vacaciones son caminando^ trenes^ autobuses^ caros^ barcos y aviones. </p><p>Caminando puede llevar mucho tiempo para llegar a un destino largo. Algo positivo puede a ser mantinendo la salud bien. Los autobuses^ trenes y caro pueden ser muy divertidos^ es mucho mas rapido que caminar^ pero habra mas paradas hasta su destino. Estar en un barco puede causarle mareos y talvez se mas caro en dinero. Sin embargo^ las visitas turisticas son hermosas. Estar en un avion puede dar miedo^ pero si vas a unas vacaciones de larga distancia^ puede ser un viaje rapido. <br></p>,B2,3743124,67,U4778159,For your Spanish class^ you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report.   Going on vacation is so much fun^ but getting there isn’t always easy.  Describe some different ways you can get to a vacation destination.  Then^ describe what is positive or negative about each way to travel. ,I,1,A,,4281,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
104,TRAVEL,<p>Unas formas de llegar a un destino vacasional son en carro y avión. Una parte positive de ir en carro es que puedes ir conoser más lugares y cosas. Por ejemplo^ puedes ir viendo diferentes monumentos históricos y animales en el camino. Una cosa negativa de ir en carro es que se toma mas tiempo llegar a tu destino vacasional. En el camino es necesario ir parando para cargar gasolina y dejar que descanse en chófer. Cuando vas en avión^ lo positivio es que llegas a tu destino vacacional más rápido. Puedes ir en el avión comodo y más tranquilo. Una cosa negativa es que aveses un boleto para ir en avión puede ser más caro dependiendo a tu destino vacasional.    </p>,B2,3743103,311,J4778133,For your Spanish class^ you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report.   Going on vacation is so much fun^ but getting there isn’t always easy.  Describe some different ways you can get to a vacation destination.  Then^ describe what is positive or negative about each way to travel. ,I,1,A,,3543,,,,Bilingual education,Foreign Language,2021-06-13,1-I-MF
105,TRAVEL,<p>Son muchas diferentes maneras para llevar a una locacion. En mi opinion el mas eficiente manera de viaje es por un carro. Necesita menos dinero que un tren y puede planea cuando quiere visitar diferente locaciones antes ir a el final destinacion. Usando un carro es muy eficaz pero necesita mucho dinero para pagar por gasolina ahora. Una otra manera de viaje es por una bota. Usualmente este es por locaciones muy lejos pero personas disfrutan vayando a locaciones por una bota porque puede visitar con otras y observar la escena. Es importante para darse cuenta que este opcion es muy expensivo pero es mas comodo que usando un carro. El finalmete opcion es por un avion y es mas eficiente si espero que vaye una vacacion muy pronto y en total iba usar este manera mas. Sin embargo este cuesta mucho dinero y este acidentes a aviones aveces. En total^ es importante para comprender los opciones de viajar y que es el mejor manera para ti.</p>,B2,3741427,56,L4775937,For your Spanish class^ you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report.   Going on vacation is so much fun^ but getting there isn’t always easy.  Describe some different ways you can get to a vacation destination.  Then^ describe what is positive or negative about each way to travel. ,I,1,I4,,3534,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
106,TRAVEL,<p>Una manera de llegar a un destino de vacaciones es por avión. Lo positivo de viajar por avión es que llegas al destino más rápido. Lo negativo de viajar por avión es que no hay mucho espacio para estirar las piernas y la turbulencia hace que el avión se mueva mucho. Otra manera en que puedes viajar es por el autobús. Algo positivo de viajar por el autobús es que puedes disfrutar de la vista de los diferentes paisajes de diferente lugares a través de la ventana. Lo negativo es que toma mucho tiempo en  llegar. Viajar por carro es otro de los medios para viajar. Lo positivo de viajar por carro es que puedes ir al paso que quieras y puedes parar cuando sea necesario^ pero lo negativo de ir por carro es que es incómodo. <br></p>,B2,3732739,38,V4763654,For your Spanish class^ you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report.   Going on vacation is so much fun^ but getting there isn’t always easy.  Describe some different ways you can get to a vacation destination.  Then^ describe what is positive or negative about each way to travel. ,I,1,I4,I-MF,3768,,,,Traditional classroom,Heritage Language,2021-06-13,1-I-MF
44,CITY_TOWN,<p>hola^ me llammo es christiopher lombardo^ en towson^ es mucho actividads ^ es a cientro de comercial^ es muchos resturanes^ y es biblioteca. bien dia.</p><p>christopher lombardo</p>,A1,3723975,56,S4754699,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ,N,1,N1,N-SE,2278,,,,,Unknown,2021-06-13,N-MF
45,CITY_TOWN,<p>Buenos días maestro^</p><p>Mi nombre es Ranya y yo conozco tres lugares interesantes que usted puede visitar en los tres días que usted esta en nuestra ciudad. El lugar mi favorito es Navy Pier en Chicago. Es una pasadera muy largo al lado de lago Michigan. Navy Pier tiene muchos restaurantes^ lugares de compras las ropas y otras atracciones. Navy Pier es un centro comercial que es muy elegante. En el sugundo día^ usted debe visitar al Lincoln Park Zoo. Lincoln Park Zoo tiene muchos animales de paises diferentes. Los exhibiciones tienen muchos informaciones sobre los animales y como son efectados por el cambio de climático. Al finalmente^ es importante que usted visita el parque del milenio. Este parque tiene muchas estructuras famosas como el Bean. Yo recomiendo que usted toma muchas fotos para su familia. </p><p>Espero que usted disfruta su tiempo en Chicagoland^</p><p>Ranya Prasad</p>,A1,3739505,68,Z4772917,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ,N,1,I4,,2278,,,,Traditional classroom,Foreign Language,2021-06-13,N-MF
46,CITY_TOWN,<p>Hola maestra^ me gusta ir de compras a Hunt Valley y pasar el rato con mis amigos en el centro comercial.</p>,A1,3731555,18,F4762281,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ,N,1,N4,,3282,,,,,Unknown,2021-06-13,N-MF
47,CITY_TOWN,<p>Hola master!</p><p>Me gusta para go para cience musems^ Aquariums^ el zoo^ y el habor. Me gusta juego outside^ go para el parque^ y ejecio en me casa. </p>,A1,3727263,33,K4757988,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ,N,1,N3,N-MM,3545,,,,,Unknown,2021-06-13,N-MF
48,CITY_TOWN,<p>Hola^ </p><p>Things en Hereford^ me gusta  escuela^ libro^ gunpowder^ helado^ resturante de Woodfire Kitchen^ y comer snowballs en ell verano. En mi town^ everyone es feliz. Mi most favorita thing to do es cominar on the trail^ y gunpowder porque es divertida y tranquilo. Tu should vistar mi town porque es divertida^ tranquilo^ feliz^ y perfecto verano vacation.  </p><p>Adios^ </p><p>Lilly. </p>,A1,3728167,32,E4758893,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ,N,1,N2,N-MM,3768,4428.0,,,,Unknown,2021-06-13,N-MF
49,CITY_TOWN,<p>Holá Maestro!</p><p><br></p><p>La cinema de AMC es muy divertido. En la cinema^ ver a pelicula su favorito. Chick-fil-a^ McDonalds^ KFC^ y Popeyes son las bueno restaurantes. En el restaurante^ tu come comida delicioso. La biblioteca es chévere. En la biblioteca^ tu leer el libros interesante. </p><p><br></p><p>Bueno día^ Uju.</p>,A1,3727235,2958,B4757960,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ,N,1,N4,,3543,,,,,Unknown,2021-06-13,N-MF
66,FAMILY,<p>Hola senor! Vivo en Maryland. Tengo cinco personas en mi familia. Mi papa que tiene 47 anos^ mi mama que tienes 46 anos^ mi hermana que tiene 14 anos^ y mi hermano que tiene 11 anos. Mi papa es comico^ mi mama es bonito^ mi hermana es divertido^ mi hermano es latoso.</p>,A1,3731555,18,F4762281,An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.  Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter. ,N,1,N4,,3282,,,,,Unknown,2021-06-13,N-MF
67,FAMILY,<p>Hola! Me llmao Vivianna. </p><p> Yo vivir en casa con me madre y padre. Me madre's nombre es Veronica. Me madre es 51 anos bonito^<span style=|font-size: 1em;|> intellegente y comico. Me padre's nombre es Cermontia. Me Padre es 53 anos^ comico^  intellegente y divertido. </span></p><p><span style=|font-size: 1em;|>^Vivianna </span></p>,A1,3727263,33,K4757988,An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.  Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter. ,N,1,N3,N-MF,3545,,,,,Unknown,2021-06-13,N-MF
71,FAMILY,<p>Hola^</p><p>Mi nombre es Ranya y yo tengo trece años. Yo soy muy enérgica y yo soy muy simpática. Tú puedes decir todas las problemas a mí. Me gusta nadar en la piscina porque es muy divertido. Nosotros podemos nadar en la piscina juntos algún día. Yo tengo un hermano y su nombre es Ranesh. Él tiene diecinueve años. Le gusta dormir mucho porque él duerme por más de diez horas. Pero él ayuda mis padres con las computadoras y es muy generoso. El nombre de mi padre es Rajesh y él tiene cuarenta y siete años. Él es muy trabajador. Él siempre trabaja en el dÍa y en la noche para dar una vida cómoda. Finalmente^ el nombre de mi mamá es Anubha. Mi mamá tiene cuarenta y siete años también. Ella cocina muchos tipos de comida y es estricta. Ella siempre dice que necesito hacer mi tarea a tiempo. Yo vivo en Buffalo Grove^ Illinois. Es un ciudad al lado de Chicago. Buffalo Grove es un ciudad que tiene muchos árboles y es un lugar muy hermosa. </p><p><br></p><p>Espero que te gusta su viaje durante los dos semanas^</p><p>Ranya Prasad</p>,A1,3739505,68,Z4772917,An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.  Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter. ,N,1,I4,,2278,,,,Traditional classroom,Foreign Language,2021-06-13,N-MF
72,FAMILY,<p>Hola^ me llamo Lilly^ yo tengo 14 años. Yo soy mejor. Yo soy dos hermanas y uno hermano. Uno hermana nombre es Gabba. Gabba es once añs. Mi dos hermana nombre es Ellie. Ellie es siesis años. Mi hermano nombre es Eddie. Eddie es nueve años. Mi mama nombre es Hillary^ Hillary es cuatro uno. Mi papa nombre es Ed. Ed es cuatro tres anos. Mi familia gusta cominar on the trail y biking on the trail. Mi familia favorita comida es pizza y papas fritas. Mi familia favorita dessert es helado. Yo soy tres peros. Mi uno pero nombre es Duke^ mi dos pero nombre es Ike^ y mi tres pero nombre es Artie. Mi familia gusta cominar peros on the trail porque es divertida. </p><p>Adios^ </p><p>Lilly!</p>,A1,3728167,32,E4758893,An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.  Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter. ,N,1,N2,N-MM,3768,4428.0,,,,Unknown,2021-06-13,N-MF
73,FAMILY,<p>Holá amigo!</p><p><br></p><p>Me llamo es Uju. Me gusta juego deportes y ver a Youtube. Yo vivo en el casa con los padres^ la abuela^ y tres hermanos. </p><p>Mi madre es Nkem Adimorah. Mi padre es Samuel Adimorah. Mi abuela es Lily. Mi madre te gusta ver a pelicula con mi familia. Mi padre te gusta descansar. Mi abuela te gusta tostado para mi familia.</p><p> Mis hermanos son Chidera^ Chibuikem^ y Muna. Chidera es mi hermano de 15 años. Chibuikem es mi hermano de 11 años. Muna es mi hermanito de 4 años. Chidera te gusta trabajar con computadora. Chbuikem te gusta arte. Muna te gusta divertido.<br></p><p>                                                                                                                                                                                 </p><p>                                                                                                                                                                                                                         Su amigo^ Uju.</p><p><br></p>,A1,3727235,2958,B4757960,An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.  Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter. ,N,1,N4,,3543,,,,,Unknown,2021-06-13,N-MF
74,FAMILY,<p>hola amigo^  me llamo es christopher lombardo. me donde en la pequeno y blanco casa. mi mama es 46 anos^ y gordo. mi papa es fuerte. escribir es tu en sabado.<br></p><p><br></p>,A1,3723975,56,S4754699,An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.  Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter. ,N,1,N1,N-SE,2278,,,,,Unknown,2021-06-13,N-MF
89,WEATHER,<p>Me gusta del verano porque es hace calor y pudeo ir a nadar e ir a la playa and no escuela!</p>,A1,3731555,18,F4762281,In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.  Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.,N,1,N4,,3282,,,,,Unknown,2021-06-13,N-MF
90,WEATHER,<p>Hola!</p><p><br>Me favorita season es spring^ me gusta spring porque es muy colórful^ bonito^ y hace sol. Me gusta para caminar^  juego en me casa^ juego deportes con mi amigos y familiia durante la spring. </p><p>^Vivianna</p>,A1,3727263,33,K4757988,In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.  Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.,N,1,N3,N-MF,3545,,,,,Unknown,2021-06-13,N-MF
92,WEATHER,<p>Hola^ </p><p>Mi favorita season es la primivera porque es not too  hace caliente o hace frio. En la primivera^ me favorita actividades es picnica^ ver peliculas^ cominar en trails^ spending time con mis amigos y mi familia. Mi cumpleanos es en la primivera porque es also mi favorita thing en la primivera. En mi cumpleanos^ mi gusta comer cumpleanos cake^ open gifts^ y hang out con mi amgios. <br></p><p>Adios^</p><p>Lilly </p>,A1,3728167,32,E4758893,In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.  Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.,N,1,N2,N-MM,3768,4428.0,,,,Unknown,2021-06-13,N-MF
93,WEATHER,<p>Holá amigo!</p><p><br></p><p>Me gusta Verano! Actividades me gusta hacer en el Verano son nado^ leer el Biblia y otros libros^ relajado^ y monto el bicicleta. Verano es muy divertido!<br></p><p><br></p><p>                                                                                                                                                                                                                                  </p><p>                                                                                                                                                                                                                                                                               Su amigo^ Uju.</p>,A1,3727235,2958,B4757960,In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.  Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.,N,1,N4,,3543,,,,,Unknown,2021-06-13,N-MF
100,WEATHER,<p>mi favorita es mucho frio^ y hacer un mucho frio es jugar con mi mascota.</p>,A1,3723975,56,S4754699,In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.  Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.,N,1,N1,N-SE,2278,,,,,Unknown,2021-06-13,N-MF
107,WEATHER,<p>¡Hola amiga!</p><p>Gracias por su respuesta sobre que te gusta hacer en estaciones diferentes. Mi estación favorito es el verano. En el verano^ a mi me gusta hacer muchas cosas al aire libre. Cuando es un día muy calor^ yo como el helado de chocolate. Después^ yo visito el parque de agua con mis amigas. Algunos días yo camino en un parque natural con mi familia. Yo traigo una cámara fotográfia para tomar fotos de aves. Me gusta cuando esta lloviendo también. Cuando llueve^ yo vuelve a mi casa y bebo té.</p><p>Hasta luego^</p><p>Ranya Prasad</p>,A1,3739505,68,Z4772917,In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.  Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.,N,1,I4,,2278,,,,Traditional classroom,Foreign Language,2021-06-13,N-MF
